population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::mamba:seq256:forward:4300:out_ptr14,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr14,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1519,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=98fd9c7ab0e7809eed5651a14ec8c6dddca2e1f0e33f8c1b7842a9321fd1ae35,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr19,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr19,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1524,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1fe36f14ceeb77e534c725ce4514cac8e71810bd4b2f898db221b18f350aa452,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr20,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr20,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1525,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c68ec949e59fa152cb3f303ae72a5f9fa5ec54fb293a92614c7fbf931d202eb6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr23,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr23,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1528,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2eae2eec252b09ab2814265f26a1e4c2e38c6fdb7c31454fb839b7490cb704fe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr25,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr25,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1530,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3a0a957593595b29b711239fc023accc5d18b2db25f14e494104691584aa927d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr26,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr26,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1531,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cceadc860da92e372aae5f9e70a774fd67df046c5838a7b12acbec2449f668e9,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr41,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr41,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1546,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=94e6b4329b65bdf3a61a7db615d003171062111ba15bd1716aa5f33c14e9683d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr9,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr9,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1514,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=57761309d93533fd41be367d3da66c8e90b28704d06bb2530c53cedede0ee66c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4352:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:4352:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_10790,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f5b70138230a745ca04d86d1beaf7d279a6339c7945d53dee295975cb30cb70d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:5604:out_ptr58,ENDPOINT_UNIT,,mamba:seq256:forward:5604:out_ptr58,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1959,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f20de95635b522e2a85248670f54b58c285bb15d3e67feb13d362e9423bd2d59,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:5862:out_ptr56,ENDPOINT_UNIT,,mamba:seq256:forward:5862:out_ptr56,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2085,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=db26b2d3f2d22747a7689bdfc28a71e9f65a27c6154f11f56eaff7790dfc5503,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:6385:out_ptr33,ENDPOINT_UNIT,,mamba:seq256:forward:6385:out_ptr33,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2196,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=6f508fc0990e6bb8b6e831689c4b5d95f6f0795de51433095a3e0393efbc4d41,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:6491:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:6491:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_10123,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=0b6e155f80760924ff77b3b63fe405c12878cff496c402a37c0f4a20dcd850be,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7159:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:7159:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9923,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=13a41c464ff88fc85ae151471b0d998b4b1f85332ea1b9da1d41ce5fe8a0cfed,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7419:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:7419:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9794,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f3e33166f89d4ac9743326dd3167447239b2ae4d77fe5b8bf4d9de2a32a34a6c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7424:out_ptr18,ENDPOINT_UNIT,,mamba:seq256:forward:7424:out_ptr18,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2571,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=899ae08364c4af47fa31a0803ca80f6cf1f055274f26bd790e55d854d33014ea,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7424:out_ptr19,ENDPOINT_UNIT,,mamba:seq256:forward:7424:out_ptr19,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2572,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=6d186bd80d6aea8a6ce607804bd331a81971cf12fbef8f4a0ffb9b02637b8a5b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7424:out_ptr22,ENDPOINT_UNIT,,mamba:seq256:forward:7424:out_ptr22,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2575,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=444e47c9309d47403957391be65f4b2f121a9968cb19ecbf16417e629607c668,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7424:out_ptr23,ENDPOINT_UNIT,,mamba:seq256:forward:7424:out_ptr23,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2576,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=ecd0130cbc18306f316fae3630bd32530ac6f752cd461cb8a0e4a32e7713c600,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr11,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr11,mamba,256,FORWARD,add,TRITON,forward:graph0:add_276,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a12585f594e1ea6378e3c5fbafd56344c5f1011a2d3035edc8ca99d83fca12fd,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr17,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr17,mamba,256,FORWARD,add,TRITON,forward:graph0:add_282,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3cbc67de51f1f950190f15042de779b59eba0ac15e675fe8a15ac5fa057d2208,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr56,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr56,mamba,256,FORWARD,add,TRITON,forward:graph0:add_321,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5896c29372da1cc6dc3a3b05750ec8c0fc93d8d15302adaaadccd4779d0c7056,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr61,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr61,mamba,256,FORWARD,add,TRITON,forward:graph0:add_326,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3e7ff30daf9dc808d4dc12ab5f604d1356e58d7c1882d4b7050f784b2ff8a753,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr62,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr62,mamba,256,FORWARD,add,TRITON,forward:graph0:add_327,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7eb4460706badbdb53eeaed35cf48ef508d4180e1de606ec1d63583165752e4d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:789:out_ptr63,ENDPOINT_UNIT,,mamba:seq256:forward:789:out_ptr63,mamba,256,FORWARD,add,TRITON,forward:graph0:add_328,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=06d68f0c0609c029f67314e3f34aeddb58762e817b43b54d4b8e15d10c55ce86,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7914:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:7914:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9680,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=d612c57a93e8e7930ef2ea3a78bcd4bc60c267cad32ea35fef1d07bcdd27e35d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7947:out_ptr22,ENDPOINT_UNIT,,mamba:seq256:forward:7947:out_ptr22,mamba,256,FORWARD,add,TRITON,forward:graph0:add_2709,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5b8a73350284ba092310805c550cb4f957ecb9347def15f80e9221379f2678ab,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:7989:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:7989:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9643,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=08cd2039939ba3ac211309bbfa40d316c6cdfe62f4c485833f9557ef1b4217d1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:803:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:803:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_12025,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=c3f38e746a0ece7b46552cc8be16c89610cd03104f951b49716a69bd680d4a4b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8104:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:8104:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9586,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=0619091e3dff734c0102f1a1b7bfab20899d0a2a1560ee56414bb8f8d0af9e1f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8265:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:8265:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9506,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=a009c924ee39c20b4f6565f4923e7df948179834c2041c90a4fcd650085dded0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8267:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:8267:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9505,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=482995a79c0d3514336ac57e0eb4290058e5ed753d78686232e005d546c43349,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8727:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:8727:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9408,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=e964e484ddc50411751d3fdb2fd395668aa05520fdf426d194e2883569bc362f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:893:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:893:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_11980,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=49a1ce1eb7d302e359541d200f2dbd5dadf1c4643f31c388c335933063c83fe7,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8986:out_ptr47,ENDPOINT_UNIT,,mamba:seq256:forward:8986:out_ptr47,mamba,256,FORWARD,add,TRITON,forward:graph0:add_3124,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5cb28c98707ab011a57b1d2130e81a5cc85be4390065e25feb32cdc5570bffa3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8986:out_ptr49,ENDPOINT_UNIT,,mamba:seq256:forward:8986:out_ptr49,mamba,256,FORWARD,add,TRITON,forward:graph0:add_3126,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=95b157779ae9a32a6fa1dbad8df9f8c5da56ac9f5980fbad86b6e69d3aad82a1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8986:out_ptr50,ENDPOINT_UNIT,,mamba:seq256:forward:8986:out_ptr50,mamba,256,FORWARD,add,TRITON,forward:graph0:add_3127,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=64ddfb7b0859bcaf8c2f1a4c4149b56149ea3f7c7f42b69370653960437ab252,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:8986:out_ptr51,ENDPOINT_UNIT,,mamba:seq256:forward:8986:out_ptr51,mamba,256,FORWARD,add,TRITON,forward:graph0:add_3128,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a5edaec1e76940b595dda766881677eeab6985cc204f6dd95ca34731d68c028f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:9106:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:9106:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_9220,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=0d82180d7bd4a489b21ba2ad7d0052898b36ce522ea07de3f42cc995afb31b38,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr0,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr0,mamba,256,FORWARD,add,TRITON,forward:graph0:add_329,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0a3cbd2da0546e38e031f7837925d336391f2e22169ea37d136286e00b1071c1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr1,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr1,mamba,256,FORWARD,add,TRITON,forward:graph0:add_330,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2ab72812bfcccda93124ede5a326b029c7cb69ae03e65442f6e12a07c8f5f87e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr10,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr10,mamba,256,FORWARD,add,TRITON,forward:graph0:add_339,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=fcc9e9cb094dcb95df9c4d5f4447f3b66de69fc7d469410d4b8a6d775e52c000,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr12,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr12,mamba,256,FORWARD,add,TRITON,forward:graph0:add_341,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1b179e196ae12f714d0ec86428951799a9c52d6882f3aa4c3c786effecc09721,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr13,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr13,mamba,256,FORWARD,add,TRITON,forward:graph0:add_342,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=75ff4793a17e6979900f867347f4126caa789d2c1b4a980497401a55a6e193ed,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr14,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr14,mamba,256,FORWARD,add,TRITON,forward:graph0:add_343,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4c9c9b6c50bb3a952cc06bec2ae724bd816f9d9733d68b6e68dff33385cdc9b1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr15,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr15,mamba,256,FORWARD,add,TRITON,forward:graph0:add_344,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a9df73ddd477c4690ee72685f26b92b3ee2768fed7dacab526f5e7e49ed27003,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr16,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr16,mamba,256,FORWARD,add,TRITON,forward:graph0:add_345,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=feaa16f998731ad09e191045299f2903291665bf6052cc79d7c9ec1326310ae2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:918:out_ptr17,ENDPOINT_UNIT,,mamba:seq256:forward:918:out_ptr17,mamba,256,FORWARD,add,TRITON,forward:graph0:add_346,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=25161ace0d18f54092e073169b7f52ee63c1854938d8048c12e07220449115cf,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
